1 BASIC SELECT
Higgins                            7                                            
Himuro                             6                                            
Hunold                             6                                            
Hutton                             6                                            

6 rows selected.

SQL> select last_name, round(((sysdate-hire_date)/365*12),0) months_worked
  2  from employees;

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
King                                198                                         
Kochhar                             171                                         
De Haan                             228                                         
Hunold                              168                                         
Ernst                               151                                         
Austin                              174                                         
Pataballa                           167                                         
Lorentz                             155                                         
Greenberg                           208                                         
Faviet                              209                                         
Chen                                171                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Sciarra                             171                                         
Urman                               166                                         
Popp                                145                                         
Raphaely                            205                                         
Khoo                                199                                         
Baida                               168                                         
Tobias                              173                                         
Himuro                              157                                         
Colmenares                          149                                         
Weiss                               185                                         
Fripp                               177                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Kaufling                            200                                         
Vollman                             171                                         
Mourgos                             145                                         
Nayer                               173                                         
Mikkilineni                         159                                         
Landry                              156                                         
Markle                              142                                         
Bissot                              172                                         
Atkinson                            170                                         
Marlow                              178                                         
Olson                               153                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Mallin                              187                                         
Rogers                              160                                         
Gee                                 145                                         
Philtanker                          143                                         
Ladwig                              198                                         
Stiles                              170                                         
Seo                                 167                                         
Patel                               165                                         
Rajs                                194                                         
Davies                              179                                         
Matos                               166                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Vargas                              162                                         
Russell                             183                                         
Partners                            180                                         
Errazuriz                           178                                         
Cambrault                           146                                         
Zlotkey                             143                                         
Tucker                              179                                         
Bernstein                           177                                         
Hall                                172                                         
Olsen                               165                                         
Cambrault                           157                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Tuvault                             145                                         
King                                191                                         
Sully                               190                                         
McEwen                              185                                         
Smith                               178                                         
Doran                               168                                         
Sewall                              158                                         
Vishney                             170                                         
Greene                              153                                         
Marvins                             143                                         
Lee                                 142                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Ande                                141                                         
Banda                               140                                         
Ozer                                178                                         
Bloom                               165                                         
Fox                                 167                                         
Smith                               154                                         
Bates                               153                                         
Kumar                               140                                         
Abel                                188                                         
Hutton                              177                                         
Taylor                              165                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Livingston                          164                                         
Grant                               151                                         
Johnson                             144                                         
Taylor                              167                                         
Fleaur                              166                                         
Sullivan                            150                                         
Geoni                               143                                         
Sarchand                            191                                         
Bull                                178                                         
Dellinger                           162                                         
Cabrio                              155                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Chung                               175                                         
Dilly                               173                                         
Gates                               162                                         
Perkins                             144                                         
Bell                                191                                         
Everett                             178                                         
McCain                              162                                         
Jones                               153                                         
Walsh                               164                                         
Feeney                              163                                         
OConnell                            150                                         

LAST_NAME                 MONTHS_WORKED                                         
------------------------- -------------                                         
Grant                               144                                         
Whalen                              195                                         
Hartstein                           190                                         
Fay                                 172                                         
Mavris                              211                                         
Baer                                211                                         
Higgins                             211                                         
Gietz                               211                                         

107 rows selected.

SQL> select last_name,lpad(salary,15,'$') salary
  2  from employees;

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
King                      $$$$$$$$$$24000                                       
Kochhar                   $$$$$$$$$$17000                                       
De Haan                   $$$$$$$$$$17000                                       
Hunold                    $$$$$$$$$$$9000                                       
Ernst                     $$$$$$$$$$$6000                                       
Austin                    $$$$$$$$$$$4800                                       
Pataballa                 $$$$$$$$$$$4800                                       
Lorentz                   $$$$$$$$$$$4200                                       
Greenberg                 $$$$$$$$$$12008                                       
Faviet                    $$$$$$$$$$$9000                                       
Chen                      $$$$$$$$$$$8200                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Sciarra                   $$$$$$$$$$$7700                                       
Urman                     $$$$$$$$$$$7800                                       
Popp                      $$$$$$$$$$$6900                                       
Raphaely                  $$$$$$$$$$11000                                       
Khoo                      $$$$$$$$$$$3100                                       
Baida                     $$$$$$$$$$$2900                                       
Tobias                    $$$$$$$$$$$2800                                       
Himuro                    $$$$$$$$$$$2600                                       
Colmenares                $$$$$$$$$$$2500                                       
Weiss                     $$$$$$$$$$$8000                                       
Fripp                     $$$$$$$$$$$8200                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Kaufling                  $$$$$$$$$$$7900                                       
Vollman                   $$$$$$$$$$$6500                                       
Mourgos                   $$$$$$$$$$$5800                                       
Nayer                     $$$$$$$$$$$3200                                       
Mikkilineni               $$$$$$$$$$$2700                                       
Landry                    $$$$$$$$$$$2400                                       
Markle                    $$$$$$$$$$$2200                                       
Bissot                    $$$$$$$$$$$3300                                       
Atkinson                  $$$$$$$$$$$2800                                       
Marlow                    $$$$$$$$$$$2500                                       
Olson                     $$$$$$$$$$$2100                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Mallin                    $$$$$$$$$$$3300                                       
Rogers                    $$$$$$$$$$$2900                                       
Gee                       $$$$$$$$$$$2400                                       
Philtanker                $$$$$$$$$$$2200                                       
Ladwig                    $$$$$$$$$$$3600                                       
Stiles                    $$$$$$$$$$$3200                                       
Seo                       $$$$$$$$$$$2700                                       
Patel                     $$$$$$$$$$$2500                                       
Rajs                      $$$$$$$$$$$3500                                       
Davies                    $$$$$$$$$$$3100                                       
Matos                     $$$$$$$$$$$2600                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Vargas                    $$$$$$$$$$$2500                                       
Russell                   $$$$$$$$$$14000                                       
Partners                  $$$$$$$$$$13500                                       
Errazuriz                 $$$$$$$$$$12000                                       
Cambrault                 $$$$$$$$$$11000                                       
Zlotkey                   $$$$$$$$$$10500                                       
Tucker                    $$$$$$$$$$10000                                       
Bernstein                 $$$$$$$$$$$9500                                       
Hall                      $$$$$$$$$$$9000                                       
Olsen                     $$$$$$$$$$$8000                                       
Cambrault                 $$$$$$$$$$$7500                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Tuvault                   $$$$$$$$$$$7000                                       
King                      $$$$$$$$$$10000                                       
Sully                     $$$$$$$$$$$9500                                       
McEwen                    $$$$$$$$$$$9000                                       
Smith                     $$$$$$$$$$$8000                                       
Doran                     $$$$$$$$$$$7500                                       
Sewall                    $$$$$$$$$$$7000                                       
Vishney                   $$$$$$$$$$10500                                       
Greene                    $$$$$$$$$$$9500                                       
Marvins                   $$$$$$$$$$$7200                                       
Lee                       $$$$$$$$$$$6800                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Ande                      $$$$$$$$$$$6400                                       
Banda                     $$$$$$$$$$$6200                                       
Ozer                      $$$$$$$$$$11500                                       
Bloom                     $$$$$$$$$$10000                                       
Fox                       $$$$$$$$$$$9600                                       
Smith                     $$$$$$$$$$$7400                                       
Bates                     $$$$$$$$$$$7300                                       
Kumar                     $$$$$$$$$$$6100                                       
Abel                      $$$$$$$$$$11000                                       
Hutton                    $$$$$$$$$$$8800                                       
Taylor                    $$$$$$$$$$$8600                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Livingston                $$$$$$$$$$$8400                                       
Grant                     $$$$$$$$$$$7000                                       
Johnson                   $$$$$$$$$$$6200                                       
Taylor                    $$$$$$$$$$$3200                                       
Fleaur                    $$$$$$$$$$$3100                                       
Sullivan                  $$$$$$$$$$$2500                                       
Geoni                     $$$$$$$$$$$2800                                       
Sarchand                  $$$$$$$$$$$4200                                       
Bull                      $$$$$$$$$$$4100                                       
Dellinger                 $$$$$$$$$$$3400                                       
Cabrio                    $$$$$$$$$$$3000                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Chung                     $$$$$$$$$$$3800                                       
Dilly                     $$$$$$$$$$$3600                                       
Gates                     $$$$$$$$$$$2900                                       
Perkins                   $$$$$$$$$$$2500                                       
Bell                      $$$$$$$$$$$4000                                       
Everett                   $$$$$$$$$$$3900                                       
McCain                    $$$$$$$$$$$3200                                       
Jones                     $$$$$$$$$$$2800                                       
Walsh                     $$$$$$$$$$$3100                                       
Feeney                    $$$$$$$$$$$3000                                       
OConnell                  $$$$$$$$$$$2600                                       

LAST_NAME                 SALARY                                                
------------------------- ---------------                                       
Grant                     $$$$$$$$$$$2600                                       
Whalen                    $$$$$$$$$$$4400                                       
Hartstein                 $$$$$$$$$$13000                                       
Fay                       $$$$$$$$$$$6000                                       
Mavris                    $$$$$$$$$$$6500                                       
Baer                      $$$$$$$$$$10000                                       
Higgins                   $$$$$$$$$$12008                                       
Gietz                     $$$$$$$$$$$8300                                       

107 rows selected.

SQL> select last_name|| to_char(salary,'*') EmployeesAndthiersalaries
  2  from employees;
select last_name|| to_char(salary,'*') EmployeesAndthiersalaries
                                  *
ERROR at line 1:
ORA-01481: invalid number format model 


SQL> ed
Wrote file afiedt.buf

  1  select last_name|| to_char(salary,'*') Employees_And_their_salaries
  2* from employees
SQL> /
select last_name|| to_char(salary,'*') Employees_And_their_salaries
                                  *
ERROR at line 1:
ORA-01481: invalid number format model 


SQL> select comcat(last_name,to_char(salary,'*')) EmployeesAndthiersalaries
  2  from employees;
select comcat(last_name,to_char(salary,'*')) EmployeesAndthiersalaries
       *
ERROR at line 1:
ORA-00904: "COMCAT": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select concat(last_name,to_char(salary,'*')) EmployeesAndthiersalaries
  2* from employees
SQL> /
select concat(last_name,to_char(salary,'*')) EmployeesAndthiersalaries
                                       *
ERROR at line 1:
ORA-01481: invalid number format model 


SQL> select comcat(last_name,replace(salary,'*')) EmployeesAndthiersalaries
  2  from employees;
select comcat(last_name,replace(salary,'*')) EmployeesAndthiersalaries
       *
ERROR at line 1:
ORA-00904: "COMCAT": invalid identifier 


SQL> ed
Wrote file afiedt.buf

  1  select concat(last_name,replace(salary,'*')) EmployeesAndthiersalaries
  2* from employees
SQL> /

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
King24000                                                                       
Kochhar17000                                                                    
De Haan17000                                                                    
Hunold9000                                                                      
Ernst6000                                                                       
Austin4800                                                                      
Pataballa4800                                                                   
Lorentz4200                                                                     
Greenberg12008                                                                  
Faviet9000                                                                      
Chen8200                                                                        

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Sciarra7700                                                                     
Urman7800                                                                       
Popp6900                                                                        
Raphaely11000                                                                   
Khoo3100                                                                        
Baida2900                                                                       
Tobias2800                                                                      
Himuro2600                                                                      
Colmenares2500                                                                  
Weiss8000                                                                       
Fripp8200                                                                       

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Kaufling7900                                                                    
Vollman6500                                                                     
Mourgos5800                                                                     
Nayer3200                                                                       
Mikkilineni2700                                                                 
Landry2400                                                                      
Markle2200                                                                      
Bissot3300                                                                      
Atkinson2800                                                                    
Marlow2500                                                                      
Olson2100                                                                       

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Mallin3300                                                                      
Rogers2900                                                                      
Gee2400                                                                         
Philtanker2200                                                                  
Ladwig3600                                                                      
Stiles3200                                                                      
Seo2700                                                                         
Patel2500                                                                       
Rajs3500                                                                        
Davies3100                                                                      
Matos2600                                                                       

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Vargas2500                                                                      
Russell14000                                                                    
Partners13500                                                                   
Errazuriz12000                                                                  
Cambrault11000                                                                  
Zlotkey10500                                                                    
Tucker10000                                                                     
Bernstein9500                                                                   
Hall9000                                                                        
Olsen8000                                                                       
Cambrault7500                                                                   

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Tuvault7000                                                                     
King10000                                                                       
Sully9500                                                                       
McEwen9000                                                                      
Smith8000                                                                       
Doran7500                                                                       
Sewall7000                                                                      
Vishney10500                                                                    
Greene9500                                                                      
Marvins7200                                                                     
Lee6800                                                                         

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Ande6400                                                                        
Banda6200                                                                       
Ozer11500                                                                       
Bloom10000                                                                      
Fox9600                                                                         
Smith7400                                                                       
Bates7300                                                                       
Kumar6100                                                                       
Abel11000                                                                       
Hutton8800                                                                      
Taylor8600                                                                      

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Livingston8400                                                                  
Grant7000                                                                       
Johnson6200                                                                     
Taylor3200                                                                      
Fleaur3100                                                                      
Sullivan2500                                                                    
Geoni2800                                                                       
Sarchand4200                                                                    
Bull4100                                                                        
Dellinger3400                                                                   
Cabrio3000                                                                      

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Chung3800                                                                       
Dilly3600                                                                       
Gates2900                                                                       
Perkins2500                                                                     
Bell4000                                                                        
Everett3900                                                                     
McCain3200                                                                      
Jones2800                                                                       
Walsh3100                                                                       
Feeney3000                                                                      
OConnell2600                                                                    

EMPLOYEESANDTHIERSALARIES                                                       
-----------------------------------------------------------------               
Grant2600                                                                       
Whalen4400                                                                      
Hartstein13000                                                                  
Fay6000                                                                         
Mavris6500                                                                      
Baer10000                                                                       
Higgins12008                                                                    
Gietz8300                                                                       

107 rows selected.

SQL> select last_name, round((sysdate-hire_date)/52) Worked_weeks
  2  from employees
  3  where department_id=90;

LAST_NAME                 WORKED_WEEKS                                          
------------------------- ------------                                          
King                               116                                          
Kochhar                            100                                          
De Haan                            133  
--------------------------------------------------------------------------------
4 CONVERSION FUNCTIONS AND CONDITIONAL EXPRESSIONS
--------------------------------------------------------------------------------
                                       

SQL> select last_name|| 'earns' ||salary||'monthly but wants'||salary*3 as "Dream_salaries"
  2  from employees;

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Kingearns24000monthly but wants72000                                            
Kochharearns17000monthly but wants51000                                         
De Haanearns17000monthly but wants51000                                         
Hunoldearns9000monthly but wants27000                                           
Ernstearns6000monthly but wants18000                                            
Austinearns4800monthly but wants14400                                           
Pataballaearns4800monthly but wants14400                                        
Lorentzearns4200monthly but wants12600                                          
Greenbergearns12008monthly but wants36024                                       
Favietearns9000monthly but wants27000                                           
Chenearns8200monthly but wants24600                                             

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Sciarraearns7700monthly but wants23100                                          
Urmanearns7800monthly but wants23400                                            
Poppearns6900monthly but wants20700                                             
Raphaelyearns11000monthly but wants33000                                        
Khooearns3100monthly but wants9300                                              
Baidaearns2900monthly but wants8700                                             
Tobiasearns2800monthly but wants8400                                            
Himuroearns2600monthly but wants7800                                            
Colmenaresearns2500monthly but wants7500                                        
Weissearns8000monthly but wants24000                                            
Frippearns8200monthly but wants24600                                            

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Kauflingearns7900monthly but wants23700                                         
Vollmanearns6500monthly but wants19500                                          
Mourgosearns5800monthly but wants17400                                          
Nayerearns3200monthly but wants9600                                             
Mikkilineniearns2700monthly but wants8100                                       
Landryearns2400monthly but wants7200                                            
Markleearns2200monthly but wants6600                                            
Bissotearns3300monthly but wants9900                                            
Atkinsonearns2800monthly but wants8400                                          
Marlowearns2500monthly but wants7500                                            
Olsonearns2100monthly but wants6300                                             

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Mallinearns3300monthly but wants9900                                            
Rogersearns2900monthly but wants8700                                            
Geeearns2400monthly but wants7200                                               
Philtankerearns2200monthly but wants6600                                        
Ladwigearns3600monthly but wants10800                                           
Stilesearns3200monthly but wants9600                                            
Seoearns2700monthly but wants8100                                               
Patelearns2500monthly but wants7500                                             
Rajsearns3500monthly but wants10500                                             
Daviesearns3100monthly but wants9300                                            
Matosearns2600monthly but wants7800                                             

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Vargasearns2500monthly but wants7500                                            
Russellearns14000monthly but wants42000                                         
Partnersearns13500monthly but wants40500                                        
Errazurizearns12000monthly but wants36000                                       
Cambraultearns11000monthly but wants33000                                       
Zlotkeyearns10500monthly but wants31500                                         
Tuckerearns10000monthly but wants30000                                          
Bernsteinearns9500monthly but wants28500                                        
Hallearns9000monthly but wants27000                                             
Olsenearns8000monthly but wants24000                                            
Cambraultearns7500monthly but wants22500                                        

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Tuvaultearns7000monthly but wants21000                                          
Kingearns10000monthly but wants30000                                            
Sullyearns9500monthly but wants28500                                            
McEwenearns9000monthly but wants27000                                           
Smithearns8000monthly but wants24000                                            
Doranearns7500monthly but wants22500                                            
Sewallearns7000monthly but wants21000                                           
Vishneyearns10500monthly but wants31500                                         
Greeneearns9500monthly but wants28500                                           
Marvinsearns7200monthly but wants21600                                          
Leeearns6800monthly but wants20400                                              

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Andeearns6400monthly but wants19200                                             
Bandaearns6200monthly but wants18600                                            
Ozerearns11500monthly but wants34500                                            
Bloomearns10000monthly but wants30000                                           
Foxearns9600monthly but wants28800                                              
Smithearns7400monthly but wants22200                                            
Batesearns7300monthly but wants21900                                            
Kumarearns6100monthly but wants18300                                            
Abelearns11000monthly but wants33000                                            
Huttonearns8800monthly but wants26400                                           
Taylorearns8600monthly but wants25800                                           

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Livingstonearns8400monthly but wants25200                                       
Grantearns7000monthly but wants21000                                            
Johnsonearns6200monthly but wants18600                                          
Taylorearns3200monthly but wants9600                                            
Fleaurearns3100monthly but wants9300                                            
Sullivanearns2500monthly but wants7500                                          
Geoniearns2800monthly but wants8400                                             
Sarchandearns4200monthly but wants12600                                         
Bullearns4100monthly but wants12300                                             
Dellingerearns3400monthly but wants10200                                        
Cabrioearns3000monthly but wants9000                                            

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Chungearns3800monthly but wants11400                                            
Dillyearns3600monthly but wants10800                                            
Gatesearns2900monthly but wants8700                                             
Perkinsearns2500monthly but wants7500                                           
Bellearns4000monthly but wants12000                                             
Everettearns3900monthly but wants11700                                          
McCainearns3200monthly but wants9600                                            
Jonesearns2800monthly but wants8400                                             
Walshearns3100monthly but wants9300                                             
Feeneyearns3000monthly but wants9000                                            
OConnellearns2600monthly but wants7800                                          

Dream_salaries                                                                  
--------------------------------------------------------------------------------
Grantearns2600monthly but wants7800                                             
Whalenearns4400monthly but wants13200                                           
Hartsteinearns13000monthly but wants39000                                       
Fayearns6000monthly but wants18000                                              
Mavrisearns6500monthly but wants19500                                           
Baerearns10000monthly but wants30000                                            
Higginsearns12008monthly but wants36024                                         
Gietzearns8300monthly but wants24900                                            

107 rows selected.

SQL> ed
Wrote file afiedt.buf

  1  select last_name||  'earns'  ||salary|| 'monthly but wants' ||salary*3 as "Dream_salaries"
  2* from employees
SQL> /

Dream_salaries                                                                  
--------------------------------------------------------------------------------
